,id,resposta,ner_tags
176,177, Não há entidades nomeadas neste texto.,['o']
177,178," [('LOCAL', 'Supremo Tribunal Federal'), ('ORGANIZACAO', 'Tribunal de Contas da União'), ('LEGISLACAO', 'art. 71 da Constituição Federal'), ('JURISPRUDENCIA', 'MS 25.880/DF'), ('PESSOA', 'Eros Grau')]",['o']
178,179," [('ORGANIZACAO', 'TRIBUNAL DE CONTAS DA UNIÃO')]",['o']
179,180," [('T': PESSOA, 'E': COMPETÊNCIA)].",['o']
180,181," [('T': 'LEGISLACAO', 'E': 'CONSTITUIÇÃO DO BRASIL'), ('T': 'LEGISLACAO', 'E': 'LEI N. 8.443/92')]",['o']
181,182," [('ORGANIZACAO', 'TOMADA DE CONTAS ESPECIAL')].",['o']
182,183," [('LEGISLACAO', 'Lei n. 8.112/90')]",['o']
183,184, Nenhuma entidade foi reconhecida.,['o']
184,185," [('LEGISLACAO', 'LEI Nº 8.443/92')]",['o']
185,186," [('T': 'Legislação', 'E': 'AJUIZAMENTO'), ('T': 'Legislação', 'E': 'AÇÃO CIVIL PÚBLICA')]",['o']
186,187, Nenhuma entidade predefinida foi reconhecida.,['o']
187,188, Não há entidades identificáveis.,['o']
188,189," [('T': 'LEGISLACAO', 'E': 'INDEPENDÊNCIA'), ('T': 'INSTÂNCIAS', 'E': 'CIVIL'), ('T': 'INSTÂNCIAS', 'E': 'PENAL'), ('T': 'INSTÂNCIAS', 'E': 'ADMINISTRATIVA')]",['o']
189,190, Não há entidades nomeadas neste texto.,['o']
190,191," [('T': 'LEGISLACAO', 'E': 'DILAÇÃO PROBATÓRIA')]",['o']
191,192, Nenhuma entidade foi identificada.,['o']
192,193," [('T': ORGANIZACAO, 'E': SEGURANÇA)]",['o']
193,194,Resposta: Não há entidades nomeadas para serem extraídas nesse texto.,['o']
194,195," [('ORGANIZACAO', 'Tribunal de Contas da União'), ('LEGISLACAO', 'CB/88'), ('LEGISLACAO', 'Lei n. 8.443/92')]",['o']
195,196,Não é possível realizar o reconhecimento de entidades nomeadas com apenas as informações fornecidas. É necessário fornecer um texto mais longo para que o sistema possa identificar as entidades nomeadas.,['o']
196,197," [('T': 'LEGISLACAO', 'E': 'tomada de contas especial')]",['o']
197,198," [('T': LOCAL, 'E': 'erário'), ('T': ORGANIZACAO, 'E': 'coisa pública')]",['o']
198,199," [('T': LEGISLACAO, 'E': MS n. 24.961), ('T': PESSOA, 'E': CARLOS VELLOSO), ('T': TEMPO, 'E': DJ 04.03.2005)]",['o']
199,200,Não há entidades predefinidas para esses caracteres.,['o']
200,201," [('LEGISLACAO', 'Lei n. 8.112/90'), ('LEGISLACAO', 'Lei n. 8.443/92')]",['o']
201,202,"Não é possível reconhecer entidades nomeadas a partir deste texto, uma vez que ele não contém palavras ou frases que possam ser classificadas em algum dos tipos de entidades predefinidos.",['o']
202,203," [('LEGISLACAO', 'ação civil pública'), ('ORGANIZACAO', 'Tribunal de Contas da União'), ('TEMPO', 'tomada de contas especial'), ('PESSOA', 'responsável'), ('TEMPO', 'ressarcir ao erário'), ('TEMPO', 'valores indevidamente percebidos')]",['o']
203,204," [('T': LOCAL, 'E': Independência)]",['o']
204,205,Não há entidades predefinidas nesse texto.,['o']
205,206," [('PESSOA', 'impetrante'), ('LOCAL', 'Tribunal Regional do Trabalho da 1ª Região'), ('TEMPO', 'período'), ('JURISPRUDENCIA', 'dilação probatória'), ('LEGISLACAO', 'rito mandamental')]",['o']
206,207," [('T': LEGISLACAO, 'E': MS n. 23.625), ('T': PESSOA, 'E': MAURÍCIO CORRÊA), ('T': TEMPO, 'E': 27.03.2003)]",['o']
207,208,Não há nenhuma entidade nomeada neste texto.,['o']
208,209," [('T': LEGISLAÇÃO, 'E': MEDIDA LIMINAR), ('T': PESSOA, 'E': IMPETRANTE)]",['o']
209,210, Não há entidades nomeadas neste texto.,['o']
210,211," [('T': 'PESSOA', 'E': 'TCU'), ('T': 'LEGISLACAO', 'E': 'Acórdão 2/2003-TCU-2ª Câmara'), ('T': 'TEMPO', 'E': 'sua missão constitucional')]",['o']
211,212," [('T': 'LEGISLACAO', 'E': 'CF'), ('T': 'JURISPRUDENCIA', 'E': 'Tribunal'), ('T': 'ORGANIZACAO', 'E': 'administradores'), ('T': 'ORGANIZACAO', 'E': 'administração federal direta e indireta'), ('T': 'ORGANIZACAO', 'E': 'Erário')]",['o']
212,213," [('ORGANIZACAO': 'TCU'), ('LEGISLACAO': 'Poder Judiciário')]",['o']
213,214, Não há entidades nomeadas neste texto.,['o']
214,215," [('T': 'PESSOA', 'E': 'recorrente'), ('T': 'LOCAL', 'E': 'Corte'), ('T': 'LEGISLACAO', 'E': 'Lei')]",['o']
215,216," [('LEGISLACAO', 'deliberação'), ('TEMPO', 'recorrida'), ('ORGANIZACAO', 'nexo'), ('LOCAL', 'causalidade'), ('ORGANIZACAO', 'conduta'), ('ORGANIZACAO', 'omissiva'), ('ORGANIZACAO', 'recorrente'), ('ORGANIZACAO', 'dano'), ('LOCAL', 'erário')]",['o']
216,217," [('T': PESSOA, 'E': cofres públicos), ('T': LEGISLACAO, 'E': ordenamento), ('T': JURISPRUDENCIA, 'E': instrumentos jurídicos)].",['o']
217,218, Não há entidades nomeadas neste texto.,['o']
218,219," [('LEGISLACAO', 'solidariedade'), ('JURISPRUDENCIA', 'processo de execução'), ('JURISPRUDENCIA', 'ações de regresso')]",['o']
219,220," [('ORGANIZACAO', 'Tribunal')]",['o']
220,221, Não há nenhuma entidade reconhecível neste texto.,['o']
221,222," [('LEGISLACAO', 'Má-fé'), ('LEGISLACAO', 'dolo'), ('PESSOA', 'recorrente'), ('LOCAL', 'peça 66'), ('TEMPO', '14-17'), ('TEMPO', '28-31'), ('TEMPO', '102-111'), ('LEGISLACAO', '8.1')]",['o']
222,223," [('PESSOA', 'recorrente'), ('LOCAL', 'Corte'), ('PESSOA', 'administrador'), ('LEGISLACAO', 'Lei de improbidade administrativa')]",['o']
223,224," [('LEGISLACAO', 'dolo'), ('JURISPRUDENCIA', 'a doutrina e a jurisprudência majoritárias'), ('LEGISLACAO', 'má-fé')]",['o']
224,225," [('PESSOA', 'qualquer pessoa'), ('PESSOA', 'recorrente'), ('ORGANIZACAO', 'Poder Público'), ('LEGISLACAO', 'ação civil pública'), ('LEGISLACAO', 'ressarcimento'), ('JURISPRUDENCIA', 'atos ímprobos'), ('JURISPRUDENCIA', 'dano ao patrimônio público')]",['o']
225,226," [('PESSOA', 'ex-gestor'), ('LEGISLACAO', 'acórdão recorrido'), ('JURISPRUDENCIA', 'relatório'), ('TEMPO', 'ato praticado')]",['o']
226,227," [('T': PESSOA, 'E': responsável), ('T': TEMPO, 'E': época)]",['o']
227,228," [('T': LEGISLACAO, 'E': STM)]",['o']
228,229, Nenhuma entidade predefinida foi encontrada.,['o']
229,230," [('PESSOA', 'ex-Diretor'), ('JURISPRUDENCIA', 'Tribunal'), ('LEGISLACAO', 'relatório da deliberação recorrida'), ('LEGISLACAO', 'Tribunal'), ('TEMPO', 'longo período')]",['o']
230,231," [('T': PESSOA, 'E': gestor), ('T': TEMPO, 'E': até), ('T': LEGISLACAO, 'E': prova em contrário), ('T': TEMPO, 'E': caracteriza), ('T': TEMPO, 'E': elementos caracterizadores), ('T': TEMPO, 'E': conduta reta), ('T': TEMPO, 'E': séria), ('T': TEMPO, 'E': honesta)].",['o']
231,232, Não há resultados para a entrada dada.,['o']
232,233," [('PESSOA', 'ex-gestor'), ('TEMPO', 'anteriormente'), ('TEMPO', 'da'), ('TEMPO', 'do'), ('TEMPO', 'da'), ('TEMPO', 'do'), ('TEMPO', 'da'), ('TEMPO', 'do'), ('TEMPO', 'da'), ('TEMPO', 'do')]",['o']
233,234," [('PESSOA', 'ministros'), ('ORGANIZACAO', 'STM'), ('ORGANIZACAO', 'Conselho de administração'), ('ORGANIZACAO', 'Tribunal')]",['o']
234,235," [('T': PESSOA, 'E': Presidente), ('T': PESSOA, 'E': Vice)]",['o']
235,236," [('PESSOA', 'Todos'), ('PESSOA', 'pessoas')]",['o']
236,237," [('PESSOA', 'Grupo OK'), ('LOCAL', 'Tribunal'), ('ORGANIZACAO', 'STM'), ('LEGISLACAO', 'exoneração do cargo em comissão ocupado')]",['o']
237,238, Nenhuma entidade reconhecida.,['o']
238,239," [('PESSOA', 'recorrente'), ('LEGISLACAO', 'irregularidades'), ('JURISPRUDENCIA', 'êxito'), ('JURISPRUDENCIA', 'afastar'), ('JURISPRUDENCIA', 'imputadas')]",['o']
239,240," [('Jurisprudência', 'JURISPRUDENCIA'), ('Acórdãos 2.464/2013 e 2.550/2008', 'LEGISLACAO')]",['o']
240,241,"Não há entidades nomeadas no texto de entrada. Portanto, a saída seria: Não há entidades nomeadas.",['o']
241,242," [('T': 'PESSOA', 'E': 'Diretor-Geral'), ('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'PESSOA', 'E': 'Gestor Médio')]",['o']
242,243, Nenhuma entidade foi encontrada.,['o']
243,244," [('PESSOA', 'Diretor-Geral'), ('TEMPO', 'março de 1999')]",['o']
244,245," [('T': Tempo, 'E': 19/4/1999)]",['o']
245,246," [('TEMPO', '8.5'), ('LEGISLACAO', 'previsão'), ('JURISPRUDENCIA', 'pagamentos antecipados'), ('JURISPRUDENCIA', 'devidos cuidados'), ('JURISPRUDENCIA', 'entrega dos itens')]",['o']
246,247," [('Legislação', 'imposição legal'), ('Organização', 'STM'), ('Tempo', '1999'), ('Local', 'R$ 210.000,00 a R$ 400.000,00'), ('Organização', 'fabricante'), ('Organização', 'construtora')]",['o']
247,248," [('PESSOA', 'recorrente'), ('ORGANIZACAO', 'Grupo OK'), ('TEMPO', 'precária situação financeira'), ('LEGISLACAO', 'item 8'), ('PESSOA', 'gestor médio'), ('TEMPO', 'pagamentos realizados'), ('TEMPO', 'indevida antecipação de recursos')]",['o']
248,249, Nenhuma entidade foi reconhecida.,['o']
249,250," [('T': 'TEMPO', 'E': '16/12/1999'), ('T': 'TEMPO', 'E': '2/12/1999')]",['o']
250,251,Não há nenhuma entidade nomeada neste texto.,['o']
251,252," [('TEMPO', '15/12/1999')]",['o']
252,253," [('TEMPO', '27/12/1999')]",['o']
253,254, Nenhuma saída.,['o']
254,255,"Resposta: [('LEGISLACAO': 'Termos de Fiel Depositário', 'E': 'Termos de Fiel Depositário'), ('TEMPO': '3 e 23/11/1999', 'E': '3 e 23/11/1999')]",['o']
255,256," [('T': 'ORGANIZACAO', 'E': 'Grupo OK'), ('T': 'TEMPO', 'E': 'antecipadamente')]",['o']
256,257, Não há entidades nomeadas neste texto.,['o']
257,258," [('JURISPRUDENCIA', 'Corte'), ('LEGISLACAO', 'Lei de Improbidade Administrativa')]",['o']
258,259, Nenhuma entidade reconhecida.,['o']
259,260," [('LEGISLACAO', 'Acórdão 863/2014'), ('JURISPRUDENCIA', 'Segunda Câmara')]",['o']
260,261," [('LEGISLACAO', 'Acórdão 123/2007'), ('ORGANIZACAO', 'Primeira Câmara')]",['o']
261,262,Não é possível identificar nenhuma entidade nomeada neste texto.,['o']
262,263," [('T': LEGISLACAO, 'E': 'Garantia Adotada nas Compras Antecipadas'), ('T': TEMPO, 'E': '9.1')]",['o']
263,264," [('T': 'LEGISLACAO', 'E': 'TCE'), ('T': 'ORGANIZACAO', 'E': 'Serviço de Patrimônio da União - SPU'), ('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'TEMPO', 'E': 'gestão do corrente'), ('T': 'TEMPO', 'E': 'sucessor')]",['o']
264,265," [('T': ORGANIZACAO, 'E': Administração), ('T': TEMPO, 'E': 2000), ('T': TEMPO, 'E': 1999), ('T': ORGANIZACAO, 'E': Grupo OK), ('T': ORGANIZACAO, 'E': STM)]",['o']
265,266," [('ORGANIZACAO', 'Aeronáutica'), ('ORGANIZACAO', 'Grupo OK'), ('ORGANIZACAO', 'empresa'), ('TEMPO', '1998'), ('LEGISLACAO', 'risco'), ('LEGISLACAO', 'interesse público'), ('LEGISLACAO', 'missão')]",['o']
266,267," [('TEMPO', '1984/85'), ('ORGANIZACAO', 'Cindacta I'), ('LEGISLACAO', 'Termo de Fiel Depositário')]",['o']
267,268," [('T': LEGISLACAO, 'E': legislação pátria), ('T': LEGISLACAO, 'E': art. 5º, inciso LXVII), ('T': LEGISLACAO, 'E': Pacto de São José da Costa Rica), ('T': LEGISLACAO, 'E': status do Pacto de São José da Costa Rica), ('T': LEGISLACAO, 'E': interpretação atual quanto ao status do Pacto de São José da Costa Rica), ('T': LEGISLACAO, 'E': vedação do cárcere nessa hipótese), ('T': LEGISLACAO, 'E': descumprimento do depósito)]",['o']
268,269," [('PESSOA', 'Gestor'), ('PESSOA', 'Dirigente'), ('ORGANIZACAO', 'Contratada'), ('CARGO', 'Senador'), ('LOCAL', 'República')]",['o']
269,270," [('T': LEGISLACAO, 'E': acórdão recorrido), ('T': ORGANIZACAO, 'E': STM), ('T': ORGANIZACAO, 'E': Grupo OK)]",['o']
270,271," [('T': LEGISLACAO, 'E': STM)]",['o']
271,272," [('PESSOA', 'STM'), ('ORGANIZACAO', 'contratada')]",['o']
272,273," [('ORGANIZACAO', 'empresa')]",['o']
273,274," [('T': ORGANIZACAO, 'E': fornecedora), ('T': LEGISLACAO, 'E': documento), ('T': JURISPRUDENCIA, 'E': peça 66, p. 94-99)]",['o']
274,275," [('ORGANIZACAO', 'Grupo OK'), ('LEGISLACAO', 'peça 66')]",['o']
275,276," [('ORGANIZACAO', 'Administração'), ('ORGANIZACAO', 'empresa')]",['o']
276,277," [('ORGANIZACAO', 'STM'), ('ORGANIZACAO', 'Grupo OK'), ('LEGISLACAO', 'peça 66')]",['o']
277,278," [('PESSOA', 'Presidente do STM'), ('ORGANIZACAO', 'STM'), ('TEMPO', '1999')]",['o']
278,279," [('LEGISLACAO', 'peça 66'), ('ORGANIZACAO', 'Tribunal'), ('ORGANIZACAO', 'empresas produtoras'), ('ORGANIZACAO', 'empresas vendedoras')]",['o']
279,280," [('T': LOCAL, 'E': prateleira)]",['o']
280,281," [('T': 'TEMPO', 'E': 'tempo')]",['o']
281,282," [('ORGANIZACAO', 'Grupo OK')]",['o']
282,283," [('ORGANIZACAO', 'STM'), ('LEGISLACAO', 'Termo'), ('ORGANIZACAO', 'Grupo OK'), ('ORGANIZACAO', 'empresas'), ('ORGANIZACAO', 'órgão')]",['o']
283,284," [('PESSOA', 'contratada'), ('LOCAL', 'Superior Tribunal Militar'), ('ORGANIZACAO', 'vendedora'), ('ORGANIZACAO', 'unidade técnica'), ('LEGISLACAO', 'relatório do acórdão recorrido')]",['o']
284,285," [('ORGANIZACAO', 'Grupo OK'), ('LEGISLACAO', 'imunidade do proprietário'), ('ORGANIZACAO', 'três aquisições'), ('JURISPRUDENCIA', 'decisões corretas do recorrente')]",['o']
285,286," [('TEMPO', 'corretamente'), ('LOCAL', 'canteiro de obras'), ('TEMPO', 'da mesma forma'), ('TEMPO', 'perda')]",['o']
286,287," [('T': LEGISLACAO, 'E': estelionato), ('T': ORGANIZACAO, 'E': recorrente), ('T': TEMPO, 'E': presente), ('T': TEMPO, 'E': caso), ('T': TEMPO, 'E': devolução), ('T': TEMPO, 'E': item), ('T': TEMPO, 'E': acórdão), ('T': TEMPO, 'E': caso), ('T': TEMPO, 'E': relatório)]",['o']
287,288," [('PESSOA', 'ex-gestor'), ('TEMPO', '1998'), ('TEMPO', '1999'), ('ORGANIZACAO', 'Grupo OK'), ('LOCAL', 'Edifício da 1ª CJM'), ('ORGANIZACAO', 'STM'), ('TEMPO', '1997')]",['o']
288,289," [('TEMPO', '1999'), ('LEGISLACAO', 'dotação de 1998'), ('JURISPRUDENCIA', 'Análise 9.2')]",['o']
289,290, Nenhuma entidade foi identificada.,['o']
290,291," [('LOCAL', 'Corte'), ('ORGANIZACAO', 'recorrente'), ('TEMPO', 'presentes'), ('LEGISLACAO', 'autos')]",['o']
291,292," [('LEGISLACAO', 'instrução'), ('TEMPO', 'demais compras antecipadas'), ('LOCAL', 'regularmente')]",['o']
292,293," [('ORGANIZACAO', 'órgão'), ('PESSOA', 'Carlos Aureliano')]",['o']
293,294," [('T': TEMPO, 'E': '9.4'), ('T': LEGISLACAO, 'E': 'apenação')]",['o']
294,295," [('ORGANIZACAO', 'Aeronáutica'), ('ORGANIZACAO', 'CRO/1'), ('ORGANIZACAO', 'Exército'), ('ORGANIZACAO', 'CRO/1'), ('ORGANIZACAO', 'Exército')]",['o']
295,296," [('T': PESSOA, 'E': 'ora recorrente'), ('T': ORGANIZACAO, 'E': 'Grupo OK')]",['o']
296,297," [('T': 'LEGISLACAO', 'E': 'medida'), ('T': 'TEMPO', 'E': 'anteriormente') ('T': 'LOCAL', 'E': 'Estado')]",['o']
297,298, Nenhuma entidade foi reconhecida.,['o']
298,299," [('LEGISLACAO', 'jurisprudência'), ('LEGISLACAO', 'vedação'), ('JURISPRUDENCIA', 'jurisprudência pacífica'), ('JURISPRUDENCIA', 'postura')]",['o']
299,300, Não há entidades nomeadas nesta entrada.,['o']
300,301," [('LEGISLACAO', 'autorizam'), ('TEMPO', 'período'), ('LEGISLACAO', 'aquisições'), ('TEMPO', 'altas taxas'), ('TEMPO', 'inflação')]",['o']
301,302, Não há entidades nomeadas neste texto.,['o']
302,303," [('PESSOA', 'Senador da República'), ('ORGANIZACAO', 'Grupo OK')]",['o']
303,304," [('T':'ORGANIZACAO', 'E': 'Grupo OK'), ('T': 'ORGANIZACAO', 'E': 'empresas'), ('T': 'ORGANIZACAO', 'E': 'construtora contratada'), ('T': 'ORGANIZACAO', 'E': 'STM')]",['o']
304,305, Nenhuma entidade foi identificada.,['o']
305,306,Não há entidades nomeadas neste texto.,['o']
306,307," [('LEGISLACAO', 'Termo de Fiel Depositário')].",['o']
307,308," Nenhuma saída, pois não há nenhuma entidade nomeada no texto de entrada.",['o']
308,309," [('PESSOA', 'ex-gestor'), ('TEMPO', 'verificação física'), ('LEGISLACAO', 'cautela adicional')]",['o']
309,310," [('LEGISLACAO', 'Lei 4.320/1964'), ('LOCAL', 'autos')]",['o']
310,311," [('T': PESSOA, 'E': recorrente)]",['o']
311,312," [('ORGANIZACAO', 'aquisições'), ('TEMPO', 'pagamentos antecipados'), ('LEGISLACAO', 'ausência de dano'), ('JURISPRUDENCIA', 'imputação de débito'), ('PESSOA', 'responsável')]",['o']
312,313," [('TEMPO', '9.12'), ('LEGISLACAO', 'instrução'), ('ORGANIZACAO', 'erário')]",['o']
313,314," [('PESSOA', 'recorrente'), ('ORGANIZACAO', 'contratada'), ('LEGISLACAO', 'regular liquidação da despesa')]",['o']
314,315,"  [('PESSOA', 'recorrente'), ('LOCAL', 'canteiro de obras'), ('ORGANIZACAO', 'portaria'), ('TEMPO', '9.13'), ('LEGISLACAO', 'argumentandum tantum'), ('JURISPRUDENCIA', 'responsabilidade')]",['o']
315,316, Nenhuma entidade foi encontrada.,['o']
316,317," [('Legislação', 'instrumento excepcional'), ('Jurisprudência', 'pagamento antecipado'), ('Jurisprudência', 'obrigação de garantir a existência dos materiais adquiridos')]",['o']
317,318, Nenhuma entidade foi detectada.,['o']
318,319," [('ORGANIZACAO', 'Grupo OK'), ('LEGISLACAO', 'peça 66')]",['o']
319,320," [('LEGISLACAO', 'Código Civil'), ('LEGISLACAO', 'artigo 627')]",['o']
320,321, Nenhuma,['o']
321,322, Nenhuma. Não há entidades predefinidas nesse texto.,['o']
322,323," [('ORGANIZACAO', 'Unidade Técnica'), ('LEGISLACAO', 'Termos'), ('ORGANIZACAO', 'União'), ('ORGANIZACAO', 'Fornecedores'), ('ORGANIZACAO', 'Operadores')]",['o']
323,324, Não há entidades nomeadas nesse texto.,['o']
324,325," [('T': PESSOA, 'E': recorrente), ('T': LOCAL, 'E': Estado), ('T': TEMPO, 'E': 1998)]",['o']
325,326, Não há entidades nomeadas para extrair.,['o']
326,327," [('ORGANIZACAO', 'STM'), ('LOCAL', 'Grupo OK'), ('PESSOA', 'ex-gestor')]",['o']
327,328," [('T': 'LEGISLACAO', 'E': 'legislação'), ('T': 'JURISPRUDENCIA', 'E': 'Acórdão 2.565/2007 – Primeira Câmara')]",['o']
328,329, Não há entidades nomeadas neste texto.,['o']
329,330, Nenhuma entidade foi encontrada.,['o']
330,331," [('T': PESSOA, 'E': recorrente), ('T': LOCAL, 'E': Justiça federal), ('T': ORGANIZACAO, 'E': Tribunal), ('T': TEMPO, 'E': datas), ('T': LEGISLACAO, 'E': ação cível), ('T': JURISPRUDENCIA, 'E': peça 82)]",['o']
331,332," [('T': 'PESSOA', 'E': 'perito judicial'), ('T': 'ORGANIZACAO', 'E': 'Advocacia-Geral da União'), ('T': 'TEMPO', 'E': 'manifestação')]",['o']
332,333, Nenhuma,['o']
333,334, Nenhuma entidade reconhecida.,['o']
334,335," [('LEGISLACAO', 'TCE'), ('LEGISLACAO', 'STM'), ('JURISPRUDENCIA', 'Relatório'), ('JURISPRUDENCIA', 'peça 82')]",['o']
335,336, Nenhuma,['o']
336,337," [('PESSOA', 'recorrente'), ('TEMPO', 'atualização'), ('TEMPO', 'débito'), ('TEMPO', 'percentual'), ('TEMPO', 'reajuste'), ('TEMPO', 'contrato')]",['o']
337,338," [('LEGISLACAO', 'TC 003.783/2004-8'), ('LEGISLACAO', 'Sexto Termo Aditivo ao Contrato SECOT 249/97')]",['o']
338,339," [('ORGANIZACAO', 'empresa'), ('LEGISLACAO', 'débito reajustado'), ('JURISPRUDENCIA', 'peça 66, p. 59')]",['o']
339,340," [('T': 'JURISPRUDENCIA', 'E': 'Corte'), ('T': 'ORGANIZACAO', 'E': 'contratada'), ('T': 'LEGISLACAO', 'E': 'julgado'), ('T': 'TEMPO', 'E': 'reajuste')]",['o']
340,341," [('PESSOA', 'réu')]",['o']
341,342, Não há entidades nomeadas reconhecidas neste texto.,['o']
342,343," [('LEGISLACAO', 'ofício citatório'), ('TEMPO', 'valor somado dos pagamentos antecipados'), ('TEMPO', 'atualização monetária'), ('TEMPO', 'juros de mora'), ('JURISPRUDENCIA', 'notificação do julgado'), ('TEMPO', 'demonstrativo presente nos autos')]",['o']
343,344," [('Jurisprudência', 'JURISPRUDENCIA'), ('TCU', 'ORGANIZACAO'), ('Lei 8.383/1991', 'LEGISLACAO')]",['o']
344,345," [('JURISPRUDENCIA', 'acórdãos 612/2007-1ª Câmara'), ('JURISPRUDENCIA', '322/2005-2ª Câmara')]",['o']
345,346,"Não é possível realizar o reconhecimento de entidades nomeadas com base neste texto, pois não há entidades nomeadas presentes.",['o']
346,347," [('LEGISLACAO', 'Responsabilização'), ('TEMPO', '11.1')].",['o']
347,348," [('PESSOA', 'recorrente'), ('ORGANIZACAO', 'TCE'), ('LEGISLACAO', 'Relatório de TCE 01/2003 ASCIN/SEPLA/STM'), ('ORGANIZACAO', 'Siafi')]",['o']
348,349, Não há entidades nomeadas neste texto.,['o']
349,350, Nenhuma entidade foi detectada.,['o']
350,351," [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('PESSOA', 'José Luiz Soares Reali'), ('TEMPO', '27/12/1999')]",['o']
351,352, Nenhuma entidade foi reconhecida.,['o']
352,353," [('T': LEGISLACAO, 'E': TC 003.783/2004-8)]",['o']
353,354, Nenhuma entidade foi identificada.,['o']
354,355," [('T': PESSOA, 'E': ora recorrente)]",['o']
355,356, Nenhuma entidade reconhecida.,['o']
356,357," [('PESSOA', 'Carlos Aureliano'), ('ORGANIZACAO', 'Construtora'), ('PESSOA', 'José Luiz Soares Reali')]",['o']
357,358, Não há nenhuma entidade predefinida na entrada.,['o']
358,359," [('PESSOA', 'gestor'), ('LEGISLACAO', 'erário'), ('ORGANIZACAO', 'nexo de causalidade'), ('TEMPO', 'modo'), ('PESSOA', 'acusado'), ('ORGANIZACAO', 'despesa irregular')]",['o']
359,360, Não há entidades predefinidas para extrair.,['o']
360,361," [('Legislação', 'legislação que rege a matéria'), ('Jurisprudência', 'fase interna da tomada de contas especial'), ('Organização', 'Administração'), ('Tempo', 'ocasião'), ('Local', 'existência de previsão no edital de licitação ou nos instrumentos formais de adjudicação direta')]",['o']
361,362," [('LOCAL', 'Tribunal de Contas da União'), ('LEGISLACAO', 'Lei 8.383/1991'), ('JURISPRUDENCIA', 'jurisprudência deste tribunal')]",['o']
362,363," [('T': LEGISLACAO, 'E': 'deliberação recorrida')]",['o']
363,364, Nenhuma entidade identificada.,['o']
364,365," [('LEGISLACAO', 'Lei 8.443/1992'), ('LOCAL', 'TCU'), ('ORGANIZACAO', 'Ministério Público'), ('ORGANIZACAO', 'Superior Tribunal Militar'), ('ORGANIZACAO', 'Tribunal Regional Federal da 2ª Região'), ('JURISPRUDENCIA', '2001.34.00.024796-9'), ('JURISPRUDENCIA', '2003.34.00.044227-3')]",['o']
365,366,Não há entidades nomeadas neste texto.,['o']
366,367," [('PESSOA', 'Subprocuradora-Geral Dra. Cristina Machado da Costa e Silva'), ('ORGANIZACAO', 'Ministério Público'), ('ORGANIZACAO', 'TCU'), ('ORGANIZACAO', 'Superior Tribunal Militar - STM'), ('LEGISLACAO', 'Acórdão da 1.ª Câmara (Relação n.º 31/2000, Ata n.º 27/2000, Ministro Marcos Vilaça, peça n.º 1, p. 49)')]",['o']
367,368," [('PESSOA', 'Ministério Público'), ('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'Grupo OK Construções e Empreendimentos Ltda.'), ('LEGISLACAO', 'Acórdão n.º 1.466/2013 – Plenário')]",['o']
368,369,"Desculpe, mas eu não sou capaz de processar esse texto. Não há entidades nomeadas para serem reconhecidas.",['o']
369,370,"A saída seria: [('T': 'ORGANIZACAO', 'E': 'Grupo OK Construções e Empreendimentos Ltda.'), ('T': 'JURISPRUDENCIA', 'E': 'Acórdão n.º 633/2014 – Plenário (peça n.º 84)')]",['o']
370,371, Não há entidades para serem reconhecidas neste texto.,['o']
371,372," [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'empresa contratada'), ('LEGISLACAO', 'Recurso de Reconsideração'), ('JURISPRUDENCIA', 'Poder Judiciário')]",['o']
372,373,Não posso reconhecer entidades nomeadas a partir desta entrada.,['o']
373,374,"Resposta: [('PESSOA', 'Serur'), ('ORGANIZACAO', 'responsável'), ('LEGISLACAO', 'Recurso'), ('JURISPRUDENCIA', 'Acórdão')]",['o']
374,375,Resposta: Não há entidades nomeadas neste texto.,['o']
375,376," [('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'TEMPO', 'E': 'ano de 1999')]",['o']
376,377,"Não é possível realizar o reconhecimento de entidades nomeadas a partir deste texto, pois não há nenhum termo para classificar.",['o']
377,378,"A saída seria: [('PESSOA', 'Carlos Aureliano Motta de Souza'), ('ORGANIZACAO', 'STM'), ('TEMPO', '18/03/1999'), ('TEMPO', '31/12/1999'), ('LEGISLACAO', 'peça n.º 1'), ('TEMPO', 'fevereiro de 2000')]",['o']
378,379, Nenhuma entidade foi reconhecida.,['o']
379,380," [('T': 'ORGANIZACAO', 'E': 'STM'), ('T': 'TEMPO', 'E': '25/11/1997'), ('T': 'ORGANIZACAO', 'E': 'Grupo OK Construções e Empreendimentos Ltda.'), ('T': 'LOCAL', 'E': 'Rio de Janeiro')]",['o']
380,381," [('T': 'ORGANIZACAO', 'E': 'Diretor-Geral'), ('T': 'LOCAL', 'E': 'terrenos'), ('T': 'LOCAL', 'E': 'edificação'), ('T': 'LOCAL', 'E': 'sede')]",['o']
381,382, Não há entidades nomeadas para serem extraídas.,['o']
382,383," [('T': LOCAL, 'E': '1.ª CJM'), ('T': TEMPO, 'E': '1998'), ('T': ORGANIZACAO, 'E': 'STM')]",['o']
383,384, Não há entidades nomeadas nesta entrada.,['o']
